,Sex,District,Avg_score
1663,female,27,75
1664,male,4,77
1665,female,2,68
1666,male,28,82
1667,female,14,82
1668,male,3,79
1669,male,13,84
1670,female,5,80
1671,male,26,74
1672,female,3,82
1673,male,31,78
1674,female,3,92
1675,female,3,78
1676,female,8,80
1677,female,22,74
1678,female,7,96
1679,male,18,83
1680,male,24,85
1681,male,22,72
1682,female,21,71
1683,female,19,89
1684,female,12,72
1685,male,13,79
1686,female,15,82
1687,female,1,73
1688,male,5,86
1689,male,11,80
1690,female,4,84
1691,male,26,67
1692,male,19,82
1693,female,30,74
1694,female,6,79
1695,female,14,83
1696,male,32,85
1697,male,31,83
1698,female,1,75
1699,male,13,79
1700,female,19,82
1701,female,9,70
1702,female,1,80
1703,male,10,81
1704,female,20,79
1705,male,9,84
1706,female,20,77
1707,male,28,82
1708,male,23,84
1709,male,23,75
1710,female,13,88
1711,female,7,82
1712,female,30,77
1713,female,10,83
1714,female,14,77
1715,male,11,80
1716,male,2,78
1717,male,10,67
1718,male,27,83
1719,male,9,82
1720,male,22,66
1721,male,12,73
1722,male,22,83
1723,male,9,86
1724,female,7,81
1725,male,2,80
1726,female,26,74
1727,female,25,74
1728,female,28,81
1729,female,7,85
1730,female,22,83
1731,female,11,75
1732,female,4,83
1733,male,7,82
1734,male,23,87
1735,male,22,88
1736,female,16,80
1737,male,25,91
1738,female,4,87
1739,male,23,93
1740,female,20,87
1741,female,23,76
1742,female,30,79
1743,female,8,78
1744,male,14,77
1745,female,23,84
1746,male,1,87
1747,female,22,78
1748,male,13,81
1749,female,25,82
1750,male,2,80
1751,male,14,73
1752,female,6,78
1753,male,6,89
1754,female,24,76
1755,female,14,83
1756,female,21,83
1757,female,22,89
1758,male,8,88
1759,female,30,90
1760,female,29,76
1761,female,16,82
1762,female,23,79
1763,male,26,77
1764,female,31,76
1765,female,15,71
1766,male,13,76
1767,male,25,77
1768,female,18,94
1769,male,20,73
1770,female,3,87
1771,male,9,77
1772,female,27,90
1773,female,9,75
1774,male,23,80
1775,male,28,74
1776,female,28,81
1777,male,9,84
1778,male,6,74
1779,male,25,86
1780,male,5,69
1781,male,3,78
1782,male,2,82
1783,male,3,74
1784,male,28,73
1785,male,1,87
1786,female,19,75
1787,male,19,86
1788,female,14,85
1789,male,20,85
1790,male,4,75
1791,male,20,76
1792,female,2,67
1793,female,18,84
1794,female,1,78
1795,female,26,80
1796,female,30,70
1797,female,29,85
1798,male,6,84
1799,female,15,85
1800,female,26,79
1801,female,23,93
1802,male,6,87
1803,female,9,78
1804,male,31,89
1805,male,15,80
1806,male,28,88
1807,female,31,92
1808,male,26,91
1809,female,32,82
1810,male,26,85
1811,male,13,86
1812,male,21,76
1813,female,16,82
1814,female,28,80
1815,male,21,77
1816,male,26,79
1817,male,12,80
1818,male,18,86
1819,male,28,75
1820,male,31,75
1821,male,29,73
1822,male,31,66
1823,female,4,80
1824,male,12,77
1825,female,29,77
1826,male,6,74
1827,male,17,81
1828,female,28,91
1829,female,5,75
1830,male,11,78
1831,male,13,85
1832,female,24,70
1833,male,31,72
1834,female,4,88
1835,female,24,87
1836,male,10,85
1837,female,4,62
1838,female,12,79
1839,male,22,85
1840,female,32,69
1841,male,3,76
1842,male,23,75
1843,male,28,93
1844,male,13,76
1845,male,30,75
1846,male,29,86
1847,male,14,75
1848,male,11,91
1849,male,11,92
1850,male,28,69
1851,male,21,89
1852,female,7,75
1853,male,1,69
1854,female,24,75
1855,male,8,85
1856,male,8,84
1857,male,18,78
1858,female,14,75
1859,male,17,71
1860,female,1,77
1861,male,28,80
1862,female,17,87
1863,female,19,93
1864,male,4,74
1865,female,22,87
1866,male,28,66
1867,female,23,83
1868,female,25,79
1869,female,17,89
1870,male,10,78
1871,male,17,76
1872,female,2,69
1873,female,1,76
1874,female,2,78
1875,female,20,85
1876,male,27,82
1877,female,15,76
1878,female,25,69
1879,female,3,77
1880,male,19,71
1881,female,27,78
1882,female,31,71
1883,male,18,72
1884,female,14,82
1885,female,26,70
1886,female,29,69
1887,male,29,81
1888,female,30,81
1889,male,31,82
1890,male,10,72
1891,female,30,76
1892,female,14,68
1893,female,27,82
1894,male,4,90
1895,female,21,80
1896,male,9,84
1897,female,18,83
1898,male,13,89
1899,male,32,78
1900,female,10,85
1901,female,12,91
1902,female,22,73
1903,female,16,81
1904,female,29,77
1905,male,7,72
1906,male,21,71
1907,male,22,79
1908,male,23,86
1909,female,14,78
1910,female,1,83
1911,female,6,96
1912,male,17,83
1913,female,6,88
1914,female,23,75
1915,male,7,82
1916,female,23,83
1917,male,23,83
1918,male,19,80
1919,female,1,77
1920,male,7,80
1921,male,26,85
1922,female,14,91
1923,male,3,82
1924,male,8,80
1925,male,4,72
1926,male,27,91
1927,male,5,83
1928,male,32,84
1929,male,29,73
1930,female,20,80
1931,female,16,85
1932,female,13,81
1933,female,1,78
1934,male,29,71
1935,male,2,71
1936,female,22,87
1937,female,11,75
1938,male,28,97
1939,male,14,80
1940,male,28,73
1941,female,10,83
1942,male,29,68
1943,male,14,76
1944,male,13,76
1945,male,15,70
1946,male,23,84
1947,male,22,83
1948,male,30,82
1949,male,4,78
1950,male,6,74
1951,female,15,88
1952,female,24,76
1953,male,19,69
1954,female,20,87
1955,male,31,87
1956,female,31,77
1957,male,28,82
1958,female,11,65
1959,female,15,88
1960,male,11,82
1961,male,21,90
1962,male,23,82
1963,male,29,81
1964,female,29,78
1965,male,25,79
1966,male,7,74
1967,female,17,71
1968,female,1,75
1969,male,1,79
1970,female,8,85
1971,male,31,91
1972,male,24,78
1973,female,5,75
1974,male,10,82
1975,male,21,83
1976,male,9,78
1977,male,26,76
1978,male,13,73
1979,female,19,85
1980,female,25,88
1981,female,25,75
1982,female,18,93
1983,male,24,70
1984,male,7,88
1985,female,26,70
1986,male,27,82
1987,male,32,80
1988,male,24,86
1989,male,22,92
1990,male,7,85
1991,female,7,78
1992,female,16,67
1993,male,18,74
1994,female,11,75
1995,male,29,73
1996,male,14,72
1997,female,10,89
1998,female,18,92
1999,female,6,88
2000,female,20,84
2001,male,14,85
2002,female,8,70
2003,male,31,84
2004,female,29,80
2005,female,2,75
2006,male,16,87
2007,female,19,82
2008,male,13,67
2009,male,7,73
2010,female,12,81
2011,male,28,72
2012,male,27,88
2013,female,25,86
2014,male,31,67
2015,male,29,73
2016,female,2,74
2017,male,16,87
2018,female,8,77
2019,female,11,81
2020,male,30,81
2021,male,24,84
2022,female,18,82
2023,female,31,79
2024,female,24,80
2025,female,4,69
2026,male,29,65
2027,male,4,87
2028,female,17,66
2029,male,26,72
2030,female,24,73
2031,female,27,75
2032,female,4,71
2033,female,32,77
2034,female,20,63
2035,female,9,74
2036,male,22,72
2037,female,17,76
2038,female,25,84
2039,female,1,63
2040,male,14,74
2041,male,21,81
2042,female,11,87
2043,female,13,71
2044,female,27,77
2045,female,23,81
2046,male,10,83
2047,female,18,79
2048,female,9,88
2049,female,14,67
2050,male,21,79
2051,female,24,90
2052,female,19,95
2053,female,32,86
2054,female,24,81
2055,male,29,66
2056,female,31,77
2057,female,11,94
2058,male,5,77
2059,male,21,87
2060,male,24,81
2061,male,18,83
2062,male,7,70
2063,male,19,71
2064,male,30,74
2065,female,24,82
2066,male,13,80
2067,male,12,74
2068,female,31,74
2069,female,30,76
2070,male,20,85
2071,female,1,81
2072,male,30,86
2073,male,21,77
2074,male,12,64
2075,male,22,75
2076,female,29,80
2077,male,24,86
2078,female,21,80
2079,female,21,77
2080,female,7,77
2081,male,1,74
2082,female,19,88
2083,male,30,86
2084,male,29,78
2085,female,12,77
2086,male,12,75
2087,female,31,86
2088,female,18,86
2089,female,18,73
2090,female,9,72
2091,female,9,82
2092,female,32,74
2093,female,21,83
2094,male,21,77
2095,male,22,76
2096,male,13,79
2097,female,12,82
2098,male,20,78
2099,male,10,84
2100,female,11,80
2101,female,24,79
2102,male,12,72
2103,female,17,79
2104,male,32,80
2105,female,31,85
2106,male,31,80
2107,female,4,90
2108,female,7,76
2109,female,21,69
2110,male,8,85
2111,female,4,86
2112,female,3,80
2113,female,32,90
2114,female,10,88
2115,female,5,86
2116,male,20,79
2117,male,16,77
2118,female,31,71
2119,male,7,82
2120,female,30,78
2121,male,20,72
2122,male,20,85
2123,female,12,86
2124,male,9,70
2125,female,2,71
2126,female,9,76
2127,female,15,86
2128,male,14,79
2129,male,4,86
2130,male,19,82
2131,female,4,75
2132,male,10,79
2133,female,15,77
2134,male,16,79
2135,female,2,79
2136,female,24,80
2137,female,3,87
2138,male,19,82
2139,female,18,68
2140,female,20,82
2141,female,25,77
2142,male,32,82
2143,male,31,78
2144,male,11,79
2145,female,23,92
2146,male,32,78
2147,male,30,90
2148,female,21,76
2149,male,24,81
2150,male,9,69
2151,female,30,83
2152,female,23,90
2153,male,8,85
2154,male,13,77
2155,female,11,77
2156,female,21,86
2157,female,2,92
2158,male,8,65
2159,male,18,68
2160,male,26,70
2161,male,11,74
2162,female,4,80
2163,male,16,70
2164,female,4,87
2165,female,16,95
2166,male,5,71
2167,female,6,83
2168,male,19,73
2169,male,17,84
2170,female,29,77
2171,female,14,78
2172,male,15,74
2173,female,11,86
2174,female,19,85
2175,male,10,82
2176,female,20,76
2177,female,27,88
2178,female,18,91
2179,male,24,80
2180,male,1,78
2181,female,11,80
2182,male,5,72
2183,female,29,74
2184,male,12,85
2185,male,30,85
2186,male,23,82
2187,male,21,61
2188,male,14,81
2189,male,22,73
2190,female,11,89
2191,female,5,71
2192,female,14,73
2193,male,8,64
2194,male,3,68
2195,female,30,71
2196,female,21,76
2197,male,20,92
2198,male,8,74
2199,male,24,90
2200,male,17,82
2201,male,23,77
2202,female,2,80
2203,male,25,79
2204,female,4,75
2205,female,13,75
2206,male,10,88
2207,female,30,81
2208,male,27,68
2209,female,14,79
2210,male,5,80
2211,female,1,66
2212,male,4,89
2213,male,2,68
2214,male,3,81
2215,male,13,81
2216,male,14,75
2217,female,13,87
2218,female,7,72
2219,male,7,75
2220,male,30,63
2221,male,4,81
2222,female,29,78
2223,female,1,83
2224,male,10,86
2225,male,16,85
2226,female,4,88
2227,female,27,74
2228,male,27,82
2229,female,5,84
2230,male,3,89
2231,female,21,83
2232,male,27,87
2233,male,20,88
2234,male,29,95
2235,male,28,85
2236,female,10,74
2237,male,6,72
2238,male,20,93
2239,female,26,80
2240,male,27,82
2241,female,3,83
2242,female,32,92
2243,female,10,87
2244,female,26,70
2245,male,26,70
2246,female,9,67
2247,male,17,70
2248,male,23,67
2249,male,23,76
2250,male,6,87
2251,male,21,77
2252,female,23,79
2253,male,7,84
2254,male,5,71
2255,male,32,79
2256,male,28,78
2257,male,7,83
2258,female,24,88
2259,female,16,76
2260,female,26,75
2261,male,3,88
2262,female,24,77
2263,female,7,71
2264,male,2,87
2265,male,12,88
2266,male,6,92
2267,male,23,72
2268,female,23,82
2269,male,7,80
2270,male,9,78
2271,female,14,75
2272,female,17,83
2273,female,8,75
2274,female,7,72
2275,female,19,79
2276,male,10,85
2277,female,12,80
2278,male,7,73
2279,male,26,83
2280,male,3,65
2281,female,24,83
2282,female,4,76
2283,male,9,85
2284,male,14,78
2285,male,28,74
2286,female,15,84
2287,male,17,81
2288,female,8,83
2289,male,16,79
2290,male,4,63
2291,male,26,86
2292,male,13,78
2293,male,17,70
2294,male,22,69
2295,male,23,80
2296,female,31,79
2297,male,21,85
2298,male,18,74
2299,female,7,74
2300,male,3,70
2301,female,1,81
2302,male,26,76
2303,male,11,84
2304,male,30,86
2305,male,18,81
2306,male,3,71
2307,male,23,66
2308,female,24,63
2309,female,4,75
2310,male,20,94
2311,male,14,86
2312,female,9,78
2313,female,6,80
2314,female,17,92
2315,male,14,84
2316,male,2,78
2317,male,3,76
2318,male,18,77
2319,male,1,72
2320,female,5,77
2321,male,5,73
2322,male,2,79
2323,male,14,72
2324,female,31,74
2325,male,25,87
2326,female,22,75
2327,male,19,79
2328,male,12,75
2329,female,17,84
2330,male,29,75
2331,male,4,76
2332,female,25,76
2333,female,1,80
2334,female,6,76
2335,male,16,66
2336,female,7,81
2337,female,31,69
2338,female,8,81
2339,female,11,90
2340,male,21,69
2341,male,23,74
2342,male,17,76
2343,female,26,74
2344,male,1,89
2345,male,4,77
2346,female,32,75
2347,male,9,79
2348,male,3,77
2349,female,19,77
2350,female,4,85
2351,male,31,77
2352,female,19,72
2353,male,26,87
2354,female,11,85
2355,male,8,87
2356,male,26,77
2357,male,1,72
2358,male,5,76
2359,male,9,88
2360,female,29,82
2361,female,6,84
2362,female,14,78
2363,male,11,75
2364,female,24,72
2365,male,16,84
2366,female,18,86
2367,male,7,64
2368,male,11,75
2369,female,3,81
2370,female,6,72
2371,female,29,80
2372,female,18,77
2373,female,10,75
2374,female,21,74
2375,male,7,76
2376,female,30,71
2377,female,13,78
2378,female,10,92
2379,male,30,93
2380,male,11,91
2381,male,23,85
2382,male,6,89
2383,male,32,87
2384,male,8,80
2385,female,7,83
2386,female,13,88
2387,female,15,86
2388,female,14,68
2389,female,25,71
2390,female,18,84
2391,female,18,86
2392,female,27,79
2393,female,24,72
2394,male,8,78
2395,male,3,76
2396,male,17,81
2397,male,28,76
2398,male,27,75
2399,male,8,77
2400,female,9,83
2401,female,29,75
2402,female,30,88
2403,male,30,77
2404,male,31,74
2405,female,21,86
2406,female,3,88
2407,female,23,79
2408,male,32,80
2409,male,26,63
2410,male,31,71
2411,male,9,67
2412,female,11,73
2413,male,11,81
2414,female,18,90
2415,female,17,75
2416,female,14,72
2417,female,27,72
2418,female,25,92
2419,male,18,74
2420,female,23,73
2421,female,30,90
2422,female,10,83
2423,male,23,83
2424,female,31,80
2425,male,25,67
2426,female,1,77
2427,male,9,66
2428,female,21,73
2429,female,3,83
2430,male,17,82
2431,female,25,86
2432,male,5,76
2433,male,13,89
2434,male,32,91
2435,male,14,76
2436,male,23,75
2437,female,23,81
2438,female,5,63
2439,male,21,79
2440,female,29,90
2441,female,30,81
2442,male,30,74
2443,male,10,91
2444,male,30,89
2445,female,9,75
2446,female,6,72
2447,female,15,83
2448,female,23,86
2449,female,25,84
2450,female,20,77
2451,female,31,73
2452,male,30,72
2453,female,21,85
2454,male,19,84
2455,male,31,90
2456,female,15,90
2457,female,4,83
2458,female,21,71
2459,female,16,76
2460,female,17,76
2461,male,3,79
2462,male,14,87
2463,male,9,71
2464,male,8,75
2465,male,21,74
2466,female,18,83
2467,male,9,89
2468,male,7,72
2469,male,14,74
2470,male,23,82
2471,female,16,70
2472,female,3,77
2473,male,31,84
2474,female,6,85
2475,male,2,76
2476,female,31,80
2477,male,4,70
2478,female,3,80
2479,female,1,76
2480,male,20,79
2481,female,22,75
2482,female,4,85
2483,female,24,71
2484,male,20,73
2485,male,14,72
2486,female,29,69
2487,female,18,69
2488,female,12,87
2489,male,12,80
2490,male,32,77
2491,female,18,97
2492,male,6,74
2493,female,26,78
2494,male,25,81
2495,male,4,71
2496,male,23,77
2497,female,22,67
2498,male,15,87
2499,male,24,92
2500,male,23,75
2501,female,2,82
2502,female,22,69
2503,female,19,77
2504,male,2,75
2505,male,2,79
2506,male,24,92
2507,female,13,77
2508,male,2,79
2509,male,31,91
2510,male,25,85
2511,female,23,83
2512,female,20,79
2513,male,17,87
2514,male,17,76
2515,female,5,78
2516,female,12,89
2517,female,29,84
2518,male,27,76
2519,female,25,65
2520,male,3,83
2521,female,6,82
2522,female,27,78
2523,male,29,97
2524,male,29,84
2525,female,28,84
2526,male,18,68
2527,male,12,96
2528,female,23,80
2529,male,2,95
2530,male,22,74
2531,male,24,74
2532,male,12,71
2533,female,15,73
2534,female,27,85
2535,male,11,85
2536,male,24,66
2537,male,16,76
2538,male,3,86
2539,female,29,91
2540,male,8,78
2541,female,19,71
2542,male,14,88
2543,female,20,79
2544,female,31,86
2545,male,10,91
2546,female,31,77
2547,male,20,69
2548,female,9,79
2549,female,13,72
2550,male,13,90
2551,male,6,73
2552,female,14,78
2553,female,13,81
2554,male,13,81
2555,male,5,75
2556,female,4,88
2557,male,3,87
2558,female,8,88
2559,male,11,75
2560,male,16,75
2561,male,30,82
2562,female,20,82
2563,female,21,92
2564,male,7,65
2565,female,23,85
2566,female,19,85
2567,female,12,88
2568,male,11,78
2569,male,26,77
2570,male,2,76
2571,male,20,76
2572,female,7,87
2573,female,28,85
2574,male,7,78
2575,male,18,80
2576,female,24,85
2577,male,24,81
2578,male,10,78
2579,male,7,74
2580,female,17,79
2581,female,21,78
2582,female,32,93
2583,female,29,84
2584,female,8,81
2585,female,28,85
2586,male,17,90
2587,female,13,78
2588,male,20,71
2589,male,30,71
2590,female,27,84
2591,female,31,78
2592,male,29,77
2593,male,4,69
2594,female,32,85
2595,female,11,70
2596,female,7,73
2597,male,7,79
2598,female,29,74
2599,male,29,85
2600,female,14,88
2601,female,1,89
2602,male,19,72
2603,female,29,74
2604,female,29,82
2605,male,4,76
2606,female,5,80
2607,male,9,91
2608,male,28,77
2609,male,5,89
2610,female,19,83
2611,male,24,73
2612,male,2,70
2613,male,10,72
2614,female,19,76
2615,female,17,75
2616,male,1,76
2617,female,27,79
2618,female,22,84
2619,female,2,77
2620,male,15,71
2621,female,24,80
2622,female,16,66
2623,female,6,77
2624,male,4,85
2625,male,13,85
2626,female,8,73
2627,female,13,83
2628,female,3,71
2629,female,9,80
2630,male,27,82
2631,female,5,71
2632,male,3,73
2633,male,29,81
2634,female,8,74
2635,female,11,86
2636,male,1,86
2637,female,2,80
2638,male,4,89
2639,female,32,73
2640,female,2,86
2641,female,8,76
2642,female,12,76
2643,female,14,75
2644,male,13,73
2645,male,9,79
2646,male,3,89
2647,male,18,66
2648,female,17,77
2649,female,23,82
2650,female,26,83
2651,male,1,80
2652,male,19,72
2653,male,25,74
2654,female,3,82
2655,female,14,87
2656,female,23,73
2657,female,29,75
2658,male,12,85
2659,male,6,83
2660,male,7,78
2661,male,5,94
2662,male,23,74
2663,female,6,88
2664,male,29,81
2665,male,17,83
2666,female,11,76
2667,female,2,72
2668,female,12,79
2669,male,3,89
2670,male,4,88
2671,female,30,70
2672,female,12,84
2673,female,9,68
2674,male,31,81
2675,male,7,85
2676,male,21,80
2677,female,8,84
2678,female,16,73
2679,male,8,63
2680,female,29,83
2681,female,29,89
2682,male,30,85
2683,male,21,80
2684,female,16,78
2685,female,30,84
2686,female,14,83
2687,female,19,74
2688,female,31,81
2689,male,9,82
2690,male,31,90
2691,male,25,78
2692,male,6,75
2693,male,24,76
2694,male,23,78
2695,male,7,88
2696,male,5,79
2697,female,12,72
2698,female,14,78
2699,female,28,93
2700,male,21,72
2701,male,9,93
2702,male,22,91
2703,male,5,68
2704,female,9,78
2705,male,30,73
2706,male,3,85
2707,female,4,69
2708,female,10,81
2709,male,19,70
2710,male,2,81
2711,male,10,71
2712,male,7,78
2713,male,23,90
2714,male,17,78
2715,female,19,80
2716,male,21,83
2717,male,29,76
2718,female,15,82
2719,male,11,76
2720,female,22,87
2721,male,7,79
2722,female,28,88
2723,female,11,80
2724,female,7,83
2725,male,31,71
2726,female,29,79
2727,female,9,78
2728,female,3,69
2729,female,6,82
2730,female,9,73
2731,male,18,72
2732,female,18,67
2733,female,2,84
2734,male,27,90
2735,male,7,64
2736,female,2,83
2737,male,20,90
2738,male,4,73
2739,male,18,81
2740,female,26,84
2741,female,21,76
2742,female,4,86
2743,female,4,84
2744,female,32,73
2745,female,15,74
2746,female,14,86
2747,male,32,74
2748,male,32,74
2749,male,8,81
2750,male,21,79
2751,male,27,76
2752,female,23,78
2753,male,29,68
2754,male,21,83
2755,male,7,85
2756,male,13,78
2757,female,9,75
2758,male,23,73
2759,female,6,81
2760,male,28,68
